date,ground_no2,satellite_no2,curr_temp_celsius,curr_surface_net_solar_radiation,curr_surface_pressure,curr_boundary_layer_height,prev_temp_celsius,prev_surface_net_solar_radiation,prev_surface_pressure,prev_boundary_layer_height,prev_wind_dir
2022-07-07,13.411314285714285,7.13029084515295e-05,31.314052472795783,2099030.842857143,99566.01214285714,2109.757528571429,26.36724183714237,758168.1399999999,99749.51214285714,845.2789714285715,6
2022-07-08,15.050626666666664,8.085693953218245e-05,31.771862792968772,2368092.2133333334,100057.50653333333,2208.6709600000004,25.725296390417874,863377.9866666666,100141.73866666667,855.5543933333333,5
2022-07-09,9.5122,5.139583740091578e-05,31.275800916883703,2285640.8266666667,100033.98533333333,2006.0000466666668,25.635935650449834,844517.0346666666,100163.17533333335,765.0282000000001,4
2022-07-10,8.1738,4.771586831223629e-05,33.46851738823787,2281882.6933333334,99552.00986666667,2620.63322,26.922627951882124,833033.1133333333,99757.90800000001,847.9888,3
2022-07-11,11.873520000000001,6.581749753855506e-05,32.73943413628475,2159097.6333333333,99754.82066666665,2105.19784,27.143319147283403,760950.2933333333,99859.33,914.1226933333334,4
2022-07-12,12.479214285714287,7.229637257352428e-05,31.87580479213172,1996030.6571428573,100063.46871428571,1752.2429142857143,26.98955629026737,687352.2514285714,100148.075,841.9429871428572,4
2022-07-13,13.005014285714285,7.021369825842268e-05,32.23145228794645,1966827.1714285712,100307.97142857141,1756.7224571428574,27.213127274946753,693706.6785714285,100366.77857142857,841.0696985714286,4
2022-07-14,22.28436,6.869767712324396e-05,34.96799316406252,2061408.32,99917.1052,1299.3907199999999,28.975291119199834,684726.1733333333,99993.60766666666,658.7350566666667,3
2022-07-15,15.155786666666668,6.656854657858275e-05,36.9066840277778,2115189.613333333,99279.69666666667,2811.6848933333335,29.709148337624313,786924.612,99475.46133333333,853.3491206666666,1
2022-07-16,11.787479999999999,5.841733925050899e-05,35.03588121202259,2142730.066666667,99619.74346666667,1877.7808933333333,29.222076416015646,762335.2266666667,99698.12833333334,778.037134,4
2022-07-17,9.126613333333333,5.338024422551866e-05,34.161188422309046,1960546.9066666665,100113.40400000001,2250.3291466666665,29.25422603722777,556366.9433333332,100119.02866666667,884.37322,4
2022-07-18,14.75108,8.148584883023732e-05,34.249537489149326,2110791.1666666665,100110.49386666667,2009.5360733333334,29.342447454279142,779765.908,100216.584,937.412706,4
2022-07-19,16.376279999999998,7.219863790583066e-05,34.485991075303836,1936240.5866666667,99997.81333333332,1984.1335733333333,29.553508689186813,693258.0813333333,100098.99733333333,906.7563933333333,4
2022-07-20,17.10215714285714,8.130691687195683e-05,36.71534409295947,2226454.592857143,99943.47242857143,992.1931071428572,30.7482501339603,766795.66,99975.39214285715,631.0231185714285,5
2022-07-21,18.150342857142856,8.627654114937404e-05,36.458091081891766,1994025.0785714283,99653.71514285715,2769.6396142857143,30.532046370072823,736250.8228571428,99766.6675,882.3081628571429,4
2022-07-22,18.407248888888887,8.472248449648795e-05,36.994906955295164,1902000.2,99574.18666666668,2398.2849733333337,30.7654070305102,693300.52,99724.55433333333,756.9050533333334,3
2022-07-23,11.967071428571428,4.8381882944328656e-05,33.521284266880606,1712138.2857142857,99587.41214285714,2162.8505785714287,28.627076919357524,607037.915,99733.54928571428,800.8455,1
2022-07-24,8.52752,4.855238475281487e-05,35.24724460177954,2015806.853333333,99676.53600000001,1995.79496,29.986321929006888,685402.132,99737.01933333333,748.6474133333334,3
2022-07-25,16.84472,8.05752640905555e-05,36.667125108506966,1743893.3866666667,99324.49866666667,1893.5941666666665,30.24579532507697,632729.8746666666,99455.46866666667,799.9606853333333,2
2022-07-26,15.82862857142857,8.203976990982005e-05,35.29521368117562,2007286.8714285714,98972.25342857142,2791.952264285714,27.739114082633698,709642.0471428571,99159.70571428572,860.5960714285713,4
2022-07-27,17.347985714285716,8.091799180920762e-05,31.405393763950915,2011084.1214285714,99111.95857142856,1823.730692857143,26.3009652868494,505363.2,99278.505,720.2258335714286,5
2022-07-28,15.9652,7.411695708811489e-05,31.149461728050618,1733060.9214285717,99398.00285714286,1953.4043571428572,26.146364623230795,595599.6771428571,99480.84571428572,758.6994207142858,5
2022-07-29,20.27569777777778,9.248822357733622e-05,27.259358723958357,1127477.8399999999,99605.77866666667,698.631212,22.908131085020145,530280.3546666666,99643.27733333335,320.2690106666667,6
2022-07-30,13.734533333333333,6.620864293460767e-05,31.473210313585092,2250231.6666666665,99515.684,1946.8860333333334,25.011085648970194,793415.832,99608.30166666667,598.0358526666666,8
2022-07-31,10.665773333333334,6.135730643211256e-05,32.62553914388023,2265723.7866666666,99607.15346666666,1657.7749333333334,26.153069883404378,787880.332,99709.86266666667,446.31983533333334,5
2022-08-01,17.29677142857143,9.152741432193858e-05,34.38408886137465,2130154.0714285714,99437.27714285713,1782.5085,27.686540519417125,748195.8964285714,99551.55857142857,505.09007,4
2022-08-02,14.261471428571427,7.162682790133047e-05,31.469166056315128,2005081.4285714286,99675.15214285713,1378.2148071428571,26.526679239644658,678230.6678571429,99713.86285714286,642.661875,4
2022-08-03,15.289626666666667,8.218944577839996e-05,33.06240980360245,2166979.44,99727.986,1867.5351066666667,27.309609522964035,732737.89,99783.20366666667,647.4621933333333,4
2022-08-04,16.156399999999998,9.333615654684052e-05,35.2899597167969,2206208.2133333334,99549.30866666668,1913.2361733333335,28.960141453598506,740782.6373333334,99676.92233333334,637.7084133333334,4
2022-08-05,17.137893333333334,8.41001941385494e-05,35.25841810438371,1825440.9333333333,99404.14066666666,1522.4508866666667,29.042501461144674,670568.9866666667,99551.56466666666,431.86480800000004,7
2022-08-06,13.884306666666667,7.805899585250725e-05,33.433001030815994,1870375.52,99501.398,1531.276,27.44146423339846,648860.4,99583.9,538.64438,5
2022-08-07,8.266213333333333,5.302173418353808e-05,28.164954969618076,1320124.0133333332,99723.19133333332,983.3461746666667,23.791740463719247,279142.06933333335,99808.698,342.96389466666665,6
2022-08-08,12.383614285714286,8.265070672979208e-05,30.106684802827402,2025730.3357142857,99759.52142857143,1369.3374357142857,24.292354276582813,706277.8178571428,99880.55785714286,373.74452857142853,5
2022-08-09,11.6632,6.68643416457107e-05,30.313586716424876,1993438.6928571428,99976.28214285716,1209.0634035714286,25.853233178869495,645200.5285714285,100086.46214285714,554.971985,5
2022-08-10,11.332014285714285,5.7039482404686015e-05,30.48294837588358,1920426.9714285713,99954.38785714285,1863.3476785714286,26.08089104194148,634171.8964285713,100089.90928571428,608.2355714285713,5
2022-08-11,11.604019047619047,5.978401380524479e-05,30.113232276553223,2028738.1285714286,99807.67821428573,1671.0846285714285,25.587703496759612,698436.5828571429,99961.43142857144,599.1932214285714,5
